year,time,zone,BA,Unit Name,Unit Type,Description,nameplate_MW,Primary Fuel,State,County
2020,1818,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1819,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1820,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1821,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1822,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1823,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1824,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1825,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1826,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1827,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1828,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1829,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1830,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1831,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1832,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1833,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1834,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1835,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1836,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1837,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1838,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1839,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1840,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1841,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1842,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1843,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1844,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1845,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1846,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1847,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1848,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1849,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1850,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1851,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1852,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1853,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1854,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1855,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1856,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1857,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1858,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1859,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1860,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1861,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1862,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1863,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1864,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1865,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1866,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1867,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1868,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1869,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1870,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1871,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1872,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1873,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1874,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1875,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1876,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1877,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1878,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1879,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1880,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1881,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1882,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1883,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1884,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1885,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1886,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1887,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1888,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1889,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1890,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1891,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1892,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1893,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1894,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1895,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1896,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1897,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1898,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1899,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1900,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1901,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1902,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1903,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1904,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1905,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1906,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1907,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1908,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1909,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1910,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1911,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1912,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1913,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1914,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1915,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1916,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1917,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1918,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1919,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1920,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1921,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1922,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1923,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1924,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1925,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1926,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1927,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1928,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1929,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1930,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1931,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1932,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1933,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1934,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1935,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1936,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1937,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1938,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1939,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1940,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1941,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1942,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1943,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1944,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1945,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1946,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1947,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1948,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1949,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1950,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1951,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1952,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1953,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1954,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1955,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1956,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1957,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1958,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1959,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1960,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1961,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1962,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1963,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1964,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1965,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1966,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1967,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1968,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1969,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1970,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1971,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1972,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1973,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1974,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1975,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1976,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1977,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1978,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1979,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1980,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1981,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1982,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1983,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1984,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1985,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1986,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1987,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1988,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1989,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1990,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1991,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1992,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1993,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1994,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1995,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1996,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1997,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1998,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,1999,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2000,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2001,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2002,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2003,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2004,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2005,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2006,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2007,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2008,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2009,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2010,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2011,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2012,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2013,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2014,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2015,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2016,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2017,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2018,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2019,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2020,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2021,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2022,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2023,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2024,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2025,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2026,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2027,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2028,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2029,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2030,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2031,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2032,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2033,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2034,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2035,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2036,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2037,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2038,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2039,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2040,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2041,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2042,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2043,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2044,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2045,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2046,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2047,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2048,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2049,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2050,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2051,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2052,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2053,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2054,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2055,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2056,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2057,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2058,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2059,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2060,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2061,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2062,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2063,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2064,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2065,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2066,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2067,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2068,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2069,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2070,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2071,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2072,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2073,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2074,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2075,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2076,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2077,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2078,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2079,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2080,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2081,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2082,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2083,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2084,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2085,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2086,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2087,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2088,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2089,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2090,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2091,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2092,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2093,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2094,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2095,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2096,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2097,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2098,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2099,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2100,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2101,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2102,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2103,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2104,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2105,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2106,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2107,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2108,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2109,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2110,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2111,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2112,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2113,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2114,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2115,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2116,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2117,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2118,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2119,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2120,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2121,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2122,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2123,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2124,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2125,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2126,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2127,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2128,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2129,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2130,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2131,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2132,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2133,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
2020,2134,WACO,WACM,Carousel,WT,Wind turbine,150,WND,CO,Kit Carson
